modulation_profile,modulation_ff_amp,modulation_ff_shift_deg,amp,delta,f_eff_hz,f_down_hz,f_up_hz,mean_thrust_N,mean_lift_N,mean_pin_W,mean_eta,sep_ratio,peak_power_W,peak_normal_N,mean_Nc_N,mean_Na_N,mean_Fx_suction_N,mean_Fx_camber_N,mean_Fx_friction_N,mean_Fx_total_N,mean_k,mean_alpha_prime,mean_alpha_le,share_Na,share_Fx_suction,share_Fx_camber,share_Fx_friction,csv
phase_warp,0.000000,180.000000,0.000000,0.500000,4.000000,4.000000,4.000000,-0.090530,10.441460,46.797747,-0.013348,0.000000,144.119766,28.914024,10.860090,-0.012382,2.912477,0.000000,-0.297477,2.615000,0.498211,-0.109859,0.151669,-0.001141,0.907327,0.000000,0.092673,outputs_DeLaurier/modulation_scan_sep_off_twist_on/amp_0p0/delta_0p5000000000000001/windtunnel_v50.csv
phase_warp,0.000000,180.000000,0.000000,0.520000,4.000000,3.846154,4.166667,-0.094792,10.439544,46.516816,-0.014061,0.000000,134.949524,27.988831,10.775941,0.067924,2.907796,0.000000,-0.297409,2.610388,0.497676,-0.110029,0.151580,0.006264,0.907211,0.000000,0.092789,outputs_DeLaurier/modulation_scan_sep_off_twist_on/amp_0p0/delta_0p5200000000000001/windtunnel_v50.csv
phase_warp,0.000000,180.000000,0.000000,0.540000,4.000000,3.703704,4.347826,-0.068590,10.370985,46.601794,-0.010156,0.000000,125.923935,27.161510,10.739751,0.027056,2.915337,0.000000,-0.297385,2.617953,0.497400,-0.109550,0.152090,0.002513,0.907435,0.000000,0.092565,outputs_DeLaurier/modulation_scan_sep_off_twist_on/amp_0p0/delta_0p5400000000000001/windtunnel_v50.csv
phase_warp,0.000000,180.000000,0.000000,0.560000,4.000000,3.571429,4.545455,-0.032841,10.297553,46.908352,-0.004831,0.000000,118.270851,26.382622,10.697111,-0.015907,2.930891,0.000000,-0.297414,2.633477,0.497385,-0.109169,0.152475,-0.001489,0.907873,0.000000,0.092127,outputs_DeLaurier/modulation_scan_sep_off_twist_on/amp_0p0/delta_0p5600000000000002/windtunnel_v50.csv
phase_warp,0.000000,180.000000,0.000000,0.580000,4.000000,3.448276,4.761905,-0.011935,10.316517,47.049769,-0.001750,0.000000,111.158691,25.701933,10.676373,0.012420,2.956073,0.000000,-0.297494,2.658580,0.497637,-0.108423,0.151548,0.001162,0.908564,0.000000,0.091436,outputs_DeLaurier/modulation_scan_sep_off_twist_on/amp_0p0/delta_0p5800000000000002/windtunnel_v50.csv
phase_warp,0.000000,180.000000,0.000000,0.600000,4.000000,3.333333,5.000000,0.041091,10.216489,47.887825,0.005921,0.000000,104.716881,25.065811,10.588817,-0.012583,2.981530,0.000000,-0.297621,2.683909,0.494701,-0.108730,0.152764,-0.001190,0.909239,0.000000,0.090761,outputs_DeLaurier/modulation_scan_sep_off_twist_on/amp_0p0/delta_0p6000000000000002/windtunnel_v50.csv
phase_warp,0.000000,180.000000,0.000000,0.620000,4.000000,3.225806,5.263158,0.103709,10.142693,48.861280,0.014645,0.000000,112.578163,24.468437,10.516165,-0.037565,3.023074,0.000000,-0.297781,2.725294,0.494757,-0.108715,0.152772,-0.003585,0.910330,0.000000,0.089670,outputs_DeLaurier/modulation_scan_sep_off_twist_on/amp_0p0/delta_0p6200000000000002/windtunnel_v50.csv
phase_warp,0.000000,180.000000,0.000000,0.640000,4.000000,3.125000,5.555556,0.178785,10.065371,50.120008,0.024613,0.000000,131.769547,23.940418,10.436562,-0.066038,3.075790,0.000000,-0.297990,2.777799,0.495089,-0.108736,0.152778,-0.006368,0.911675,0.000000,0.088325,outputs_DeLaurier/modulation_scan_sep_off_twist_on/amp_0p0/delta_0p6400000000000002/windtunnel_v50.csv
phase_warp,0.000000,180.000000,0.000000,0.660000,4.000000,3.030303,5.882353,0.237783,10.104609,51.104671,0.032105,0.000000,155.401306,23.434753,10.453894,-0.063195,3.143181,0.000000,-0.298239,2.844942,0.495719,-0.107175,0.150765,-0.006082,0.913338,0.000000,0.086662,outputs_DeLaurier/modulation_scan_sep_off_twist_on/amp_0p0/delta_0p6600000000000003/windtunnel_v50.csv
phase_warp,0.000000,180.000000,0.000000,0.680000,4.000000,2.941176,6.250000,0.364026,9.954660,53.167691,0.047243,0.000000,185.685150,22.968109,10.405231,-0.204654,3.226610,0.000000,-0.298536,2.928074,0.496680,-0.106532,0.150775,-0.020063,0.915312,0.000000,0.084688,outputs_DeLaurier/modulation_scan_sep_off_twist_on/amp_0p0/delta_0p6800000000000003/windtunnel_v50.csv
phase_warp,0.000000,180.000000,0.000000,0.700000,4.000000,2.857143,6.666667,0.458609,9.928284,55.564507,0.056950,0.000000,221.508728,22.539162,10.150528,-0.010986,3.311480,0.000000,-0.298872,3.012608,0.490088,-0.108941,0.152417,-0.001083,0.917218,0.000000,0.082782,outputs_DeLaurier/modulation_scan_sep_off_twist_on/amp_0p0/delta_0p7000000000000003/windtunnel_v50.csv
