stall,f_hz,pitch_deg,airspeed,mean_Fx,mean_Fz,mean_Pin,mean_sep_ratio,abs_Fx,csv
25,4.000000000000001,10.0,8.0,-0.04426689100663657,8.576442030625945,48.52210934923689,0.028100209106984738,0.04426689100663657,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_25/f4p000_pitch10p000_U8p000/windtunnel_v50.csv
22.5,3.8000000000000007,10.0,6.0,-0.04524171254539279,4.837931766695805,33.71043210829725,0.10646085984776925,0.04524171254539279,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_22p5/f3p800_pitch10p000_U6p000/windtunnel_v50.csv
22.5,3.2,10.0,6.0,-0.04732450898075637,4.458971848443051,23.1096093397051,0.06810248416405174,0.04732450898075637,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_22p5/f3p200_pitch10p000_U6p000/windtunnel_v50.csv
27.5,3.0,10.0,7.0,-0.05068931124700008,6.69130442862346,25.721062066721785,0.008050825249497035,0.05068931124700008,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_27p5/f3p000_pitch10p000_U7p000/windtunnel_v50.csv
25,3.8000000000000007,10.0,7.0,0.052276434423499225,6.66198045640624,39.727395697463805,0.04394908091950179,0.052276434423499225,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_25/f3p800_pitch10p000_U7p000/windtunnel_v50.csv
25,3.6000000000000005,12.0,5.0,-0.05313954681609132,3.8648445831771205,26.170859580933424,0.11664281403140342,0.05313954681609132,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_25/f3p600_pitch12p000_U5p000/windtunnel_v50.csv
27.5,3.2,11.0,6.0,0.054231689795696064,5.193697054880149,24.40025595098051,0.029786419411411493,0.054231689795696064,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_27p5/f3p200_pitch11p000_U6p000/windtunnel_v50.csv
27.5,4.000000000000001,12.0,5.0,0.05725533613596848,4.2822704469485675,33.60330636068276,0.11164819401550806,0.05725533613596848,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_27p5/f4p000_pitch12p000_U5p000/windtunnel_v50.csv
25,3.2,11.0,6.0,-0.05973271243196446,5.052175927541701,23.744550978838777,0.04765254053256098,0.05973271243196446,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_25/f3p200_pitch11p000_U6p000/windtunnel_v50.csv
25,3.6000000000000005,11.0,5.0,0.06336426734729894,3.5495589775750735,26.2534953431073,0.11285719440777003,0.06336426734729894,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_25/f3p600_pitch11p000_U5p000/windtunnel_v50.csv
22.5,3.6000000000000005,11.0,5.0,-0.06557056371760321,3.4467880414343868,25.694897737595152,0.14664782553953482,0.06557056371760321,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_22p5/f3p600_pitch11p000_U5p000/windtunnel_v50.csv
25,3.2,10.0,7.0,-0.06649413058584824,6.304299037273587,27.57933549150545,0.022044980316422894,0.06649413058584824,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_25/f3p200_pitch10p000_U7p000/windtunnel_v50.csv
27.5,3.4000000000000004,11.0,6.0,0.06839003782167184,5.6341618384372705,28.370130693629385,0.03993016973928704,0.06839003782167184,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_27p5/f3p400_pitch11p000_U6p000/windtunnel_v50.csv
22.5,3.4000000000000004,10.0,6.0,-0.06841074204143321,4.873565533795318,26.7995885830209,0.08421002245604862,0.06841074204143321,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_22p5/f3p400_pitch10p000_U6p000/windtunnel_v50.csv
25,3.4000000000000004,11.0,6.0,-0.07043265337455001,5.478568363565341,27.59244984862759,0.06110664373027971,0.07043265337455001,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_25/f3p400_pitch11p000_U6p000/windtunnel_v50.csv
25,3.6000000000000005,10.0,7.0,0.07178327694753016,6.243323203012939,35.13955169088656,0.034913472982662064,0.07178327694753016,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_25/f3p600_pitch10p000_U7p000/windtunnel_v50.csv
22.5,4.000000000000001,10.0,7.0,-0.07256585325353529,6.36801054532444,41.8062591288931,0.07491975210000432,0.07256585325353529,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_22p5/f4p000_pitch10p000_U7p000/windtunnel_v50.csv
25,3.4000000000000004,10.0,6.0,0.07616865746788724,5.029441602376436,27.675847679998785,0.05700374244785692,0.07616865746788724,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_25/f3p400_pitch10p000_U6p000/windtunnel_v50.csv
27.5,4.000000000000001,13.0,5.0,-0.07674366210845865,4.609696376547686,33.56157843802814,0.1150360212093587,0.07674366210845865,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_27p5/f4p000_pitch13p000_U5p000/windtunnel_v50.csv
27.5,3.4000000000000004,10.0,7.0,0.07737983713638116,6.9544486922322735,32.89103856135261,0.01681931566270573,0.07737983713638116,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_27p5/f3p400_pitch10p000_U7p000/windtunnel_v50.csv
22.5,3.0,10.0,6.0,-0.08043316449962226,4.625501970595258,20.945452533895637,0.060400565376987486,0.08043316449962226,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_22p5/f3p000_pitch10p000_U6p000/windtunnel_v50.csv
25,3.2,10.0,6.0,0.08099370803645103,4.606301910568625,23.904883464965543,0.043583293902563276,0.08099370803645103,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_25/f3p200_pitch10p000_U6p000/windtunnel_v50.csv
27.5,3.6000000000000005,12.0,5.0,0.08397761073997857,3.9769205331864543,26.71991624532263,0.08769191524289972,0.08397761073997857,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_27p5/f3p600_pitch12p000_U5p000/windtunnel_v50.csv
20,3.6000000000000005,10.0,5.0,-0.08421906790383035,3.0369018896372038,25.188577552740156,0.1841128886706973,0.08421906790383035,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_20/f3p600_pitch10p000_U5p000/windtunnel_v50.csv
25,4.000000000000001,11.0,7.0,-0.0863549255907904,7.182634150061081,42.938944708081465,0.05404042061671051,0.0863549255907904,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_25/f4p000_pitch11p000_U7p000/windtunnel_v50.csv
27.5,3.4000000000000004,12.0,6.0,-0.09037038879294049,6.090373031717249,28.284291693322423,0.04358199896414361,0.09037038879294049,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_27p5/f3p400_pitch12p000_U6p000/windtunnel_v50.csv
27.5,4.000000000000001,11.0,7.0,0.09068971142826145,7.386825291747083,44.12204800269299,0.034451096262277256,0.09068971142826145,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_27p5/f4p000_pitch11p000_U7p000/windtunnel_v50.csv
25,4.000000000000001,12.0,5.0,-0.09318266348186097,4.162126872634089,33.04291294163599,0.1433301708954611,0.09318266348186097,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_25/f4p000_pitch12p000_U5p000/windtunnel_v50.csv
25,3.2,12.0,5.0,-0.09364145624476598,3.8675687293170147,20.073708071340352,0.08948915915396974,0.09364145624476598,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_25/f3p200_pitch12p000_U5p000/windtunnel_v50.csv
27.5,3.2,12.0,6.0,-0.09428529660674398,5.653255800240231,24.2574197524898,0.03276117429494981,0.09428529660674398,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_27p5/f3p200_pitch12p000_U6p000/windtunnel_v50.csv
22.5,3.2,11.0,5.0,-0.09595038320301458,3.4498602578684787,19.612871281071595,0.11691702187517233,0.09595038320301458,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_22p5/f3p200_pitch11p000_U5p000/windtunnel_v50.csv
25,3.4000000000000004,10.0,5.0,0.09760421973658964,3.6144668412460947,23.52479056494471,0.10017736316541895,0.09760421973658964,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_25/f3p400_pitch10p000_U5p000/windtunnel_v50.csv
27.5,3.2,13.0,5.0,-0.09992996875647774,4.291516458502892,20.49048109505022,0.06783446505552027,0.09992996875647774,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_27p5/f3p200_pitch13p000_U5p000/windtunnel_v50.csv
