modulation_profile,modulation_ff_amp,modulation_ff_shift_deg,amp,delta,f_eff_hz,f_down_hz,f_up_hz,mean_thrust_N,mean_lift_N,mean_pin_W,mean_eta,sep_ratio,peak_power_W,peak_normal_N,mean_Nc_N,mean_Na_N,mean_Fx_suction_N,mean_Fx_camber_N,mean_Fx_friction_N,mean_Fx_total_N,mean_k,mean_alpha_prime,mean_alpha_le,share_Na,share_Fx_suction,share_Fx_camber,share_Fx_friction,csv
phase_warp,0.000000,180.000000,0.000000,0.500000,4.000000,4.000000,4.000000,-1.657599,7.459701,35.258719,-0.324386,0.406355,109.773987,21.230600,10.860090,-0.012382,2.912477,0.000000,-0.297477,0.329593,0.498211,-0.109859,0.151669,-0.001141,0.907327,0.000000,0.092673,outputs_DeLaurier/modulation_scan_sep_on_twist_on/amp_0p0/delta_0p5000000000000001/windtunnel_v50.csv
phase_warp,0.000000,180.000000,0.000000,0.520000,4.000000,3.846154,4.166667,-1.647673,7.432422,34.778253,-0.326898,0.416280,101.461723,20.435596,10.775941,0.067924,2.907796,0.000000,-0.297409,0.332120,0.497676,-0.110029,0.151580,0.006264,0.907211,0.000000,0.092789,outputs_DeLaurier/modulation_scan_sep_on_twist_on/amp_0p0/delta_0p5200000000000001/windtunnel_v50.csv
phase_warp,0.000000,180.000000,0.000000,0.540000,4.000000,3.703704,4.347826,-1.615503,7.332313,34.696030,-0.321275,0.424583,93.480408,19.666006,10.739751,0.027056,2.915337,0.000000,-0.297385,0.337284,0.497400,-0.109550,0.152090,0.002513,0.907435,0.000000,0.092565,outputs_DeLaurier/modulation_scan_sep_on_twist_on/amp_0p0/delta_0p5400000000000001/windtunnel_v50.csv
phase_warp,0.000000,180.000000,0.000000,0.560000,4.000000,3.571429,4.545455,-1.584074,7.247229,34.874565,-0.313412,0.427948,86.823029,19.002388,10.697111,-0.015907,2.930891,0.000000,-0.297414,0.345620,0.497385,-0.109169,0.152475,-0.001489,0.907873,0.000000,0.092127,outputs_DeLaurier/modulation_scan_sep_on_twist_on/amp_0p0/delta_0p5600000000000002/windtunnel_v50.csv
phase_warp,0.000000,180.000000,0.000000,0.580000,4.000000,3.448276,4.761905,-1.576464,7.252334,34.952406,-0.311212,0.430520,80.690094,18.382568,10.676373,0.012420,2.956073,0.000000,-0.297494,0.354293,0.497637,-0.108423,0.151548,0.001162,0.908564,0.000000,0.091436,outputs_DeLaurier/modulation_scan_sep_on_twist_on/amp_0p0/delta_0p5800000000000002/windtunnel_v50.csv
phase_warp,0.000000,180.000000,0.000000,0.600000,4.000000,3.333333,5.000000,-1.538190,7.111477,35.681382,-0.297452,0.442637,81.469925,17.890095,10.588817,-0.012583,2.981530,0.000000,-0.297621,0.354805,0.494701,-0.108730,0.152764,-0.001190,0.909239,0.000000,0.090761,outputs_DeLaurier/modulation_scan_sep_on_twist_on/amp_0p0/delta_0p6000000000000002/windtunnel_v50.csv
phase_warp,0.000000,180.000000,0.000000,0.620000,4.000000,3.225806,5.263158,-1.500047,6.996100,36.632858,-0.282542,0.452104,96.460083,17.342701,10.516165,-0.037565,3.023074,0.000000,-0.297781,0.361788,0.494757,-0.108715,0.152772,-0.003585,0.910330,0.000000,0.089670,outputs_DeLaurier/modulation_scan_sep_on_twist_on/amp_0p0/delta_0p6200000000000002/windtunnel_v50.csv
phase_warp,0.000000,180.000000,0.000000,0.640000,4.000000,3.125000,5.555556,-1.456877,6.860324,37.992259,-0.264592,0.460695,114.660904,16.921841,10.436562,-0.066038,3.075790,0.000000,-0.297990,0.368345,0.495089,-0.108736,0.152778,-0.006368,0.911675,0.000000,0.088325,outputs_DeLaurier/modulation_scan_sep_on_twist_on/amp_0p0/delta_0p6400000000000002/windtunnel_v50.csv
phase_warp,0.000000,180.000000,0.000000,0.660000,4.000000,3.030303,5.882353,-1.441654,6.837277,39.156339,-0.254043,0.469988,137.048965,16.500618,10.453894,-0.063195,3.143181,0.000000,-0.298239,0.377084,0.495719,-0.107175,0.150765,-0.006082,0.913338,0.000000,0.086662,outputs_DeLaurier/modulation_scan_sep_on_twist_on/amp_0p0/delta_0p6600000000000003/windtunnel_v50.csv
phase_warp,0.000000,180.000000,0.000000,0.680000,4.000000,2.941176,6.250000,-1.371131,6.642845,41.406476,-0.228486,0.478660,166.985428,16.808601,10.405231,-0.204654,3.226610,0.000000,-0.298536,0.394881,0.496680,-0.106532,0.150775,-0.020063,0.915312,0.000000,0.084688,outputs_DeLaurier/modulation_scan_sep_on_twist_on/amp_0p0/delta_0p6800000000000003/windtunnel_v50.csv
phase_warp,0.000000,180.000000,0.000000,0.700000,4.000000,2.857143,6.666667,-1.344082,6.509776,44.413256,-0.208815,0.484817,205.472214,19.654915,10.150528,-0.010986,3.311480,0.000000,-0.298872,0.386568,0.490088,-0.108941,0.152417,-0.001083,0.917218,0.000000,0.082782,outputs_DeLaurier/modulation_scan_sep_on_twist_on/amp_0p0/delta_0p7000000000000003/windtunnel_v50.csv
